severity,candidate_index,candidate_id,lipid_name,fragment_nonzero_count,protected_fragment_channel,requested_dropout_rate,dropped_fragment_count,dropped_fragment_channels,achieved_dropout_rate,parent_multiplier,fragment_log_sigma,full_cosine_A_target_vs_A_solver,fragment_cosine_A_target_vs_A_solver,parent_cosine_A_target_vs_A_solver,source_column_l2,target_column_l2,latent_provenance,pre_dropout_log_distortion_sha256
MODERATE,97,PS-H__0067,PS 16:0_20:5,70,229,0.1,7,"[5, 78, 80, 82, 144, 352, 768]",0.1,1.13667477192224,0.2,0.9869962177669755,0.9804775559302811,0.9999999999999987,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 4246921968534803281, ""fragment_intensity"": 1359028377785926776, ""parent"": 4245369401559217936}, ""u_sha256"": ""c299d92b7651f5d913d675b50e1af5df35c0126ca8b4fd1da9d48bed7da54e7c"", ""v"": 0.6833738596112, ""z_sha256"": ""9eebc2eca2b451fccfb777ea282dd34d572286b846f72c677ff0e806b79b46f1""}",de137d4a8a55715144c7f123d801e541d48822b247e1d3759b390d38392a06cb
MILD,98,PS-H__0083,PS 18:0_16:1,69,743,0.05,1,[305],0.014492753623188406,0.9608229485419548,0.1,0.992219606727545,0.9922031603125058,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 17621272541348532447, ""fragment_intensity"": 13718392093609015883, ""parent"": 4116090185010056326}, ""u_sha256"": ""5c984faf114a878d5481e68d9d4fbab36457c003a748d45f00e473f53a132fe8"", ""v"": -0.39177051458045153, ""z_sha256"": ""fbcfe10c5cd6f11c9232912d4603e08df1a4c5950396dd1c81dbe2a681974080""}",21bc72ac7513a2898570130b831751352fe7525954633b4597e4499c6725f8ea
MODERATE,98,PS-H__0083,PS 18:0_16:1,69,743,0.1,5,"[6, 71, 242, 268, 305]",0.07246376811594203,0.9216458970839096,0.2,0.9653908779257153,0.9653224727478411,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 17621272541348532447, ""fragment_intensity"": 13718392093609015883, ""parent"": 4116090185010056326}, ""u_sha256"": ""5c984faf114a878d5481e68d9d4fbab36457c003a748d45f00e473f53a132fe8"", ""v"": -0.39177051458045153, ""z_sha256"": ""fbcfe10c5cd6f11c9232912d4603e08df1a4c5950396dd1c81dbe2a681974080""}",6c133246e3048fcaf3ef1c09a4788afbb8ab5db5efb4fcfba582d91348bb810b
MILD,99,PS-H__0084,PS 16:1_18:1,68,121,0.05,5,"[7, 126, 247, 289, 292]",0.07352941176470588,0.9959683056565485,0.1,0.9966935295551651,0.9966399084981454,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14457304521450017629, ""fragment_intensity"": 13125200187777454006, ""parent"": 10648618864632569520}, ""u_sha256"": ""be10527a151af4a9fa137f1a0189ba3f6ce38fd16bc4024b906de71b87abe074"", ""v"": -0.04031694343451564, ""z_sha256"": ""2a3e849f644ac504f985e9f5c247b68a166078ac0f0821e4d5aca9367a12e162""}",caaab834228aad48e87675d78405b87dfb5e21fbe43a64da2b43601c900eb776
MODERATE,99,PS-H__0084,PS 16:1_18:1,68,121,0.1,7,"[7, 126, 131, 247, 259, 289, 292]",0.10294117647058823,0.9919366113130968,0.2,0.9867909738963961,0.9865545567386914,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 14457304521450017629, ""fragment_intensity"": 13125200187777454006, ""parent"": 10648618864632569520}, ""u_sha256"": ""be10527a151af4a9fa137f1a0189ba3f6ce38fd16bc4024b906de71b87abe074"", ""v"": -0.04031694343451564, ""z_sha256"": ""2a3e849f644ac504f985e9f5c247b68a166078ac0f0821e4d5aca9367a12e162""}",b730f99e1195c0b86807c56166898be870385cbf2d88cbae25d26c97734cc841
MILD,100,PS-H__0087,PS 20:0_16:1,76,774,0.05,5,"[4, 68, 70, 340, 394]",0.06578947368421052,1.0404932562559166,0.1,0.9403391968198388,0.9397663987584947,0.9999999999999997,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 12786879835300184501, ""fragment_intensity"": 13347484366436417235, ""parent"": 13737115976721948716}, ""u_sha256"": ""4ae58f0ee0be9bb61e903227035dca6a71f096300bb77156038229a7a2673392"", ""v"": 0.4049325625591653, ""z_sha256"": ""0395cb24e6b2523fa644f5c6206f763c7a5ad204d99e139a637fbce47bf48b60""}",872900d0f16d8ab020a3fdfbb8bc3c46f0e5bcb890ca428c3acface2b836ca64
MODERATE,100,PS-H__0087,PS 20:0_16:1,76,774,0.1,8,"[4, 68, 70, 239, 340, 385, 394, 399]",0.10526315789473684,1.080986512511833,0.2,0.9320650925884235,0.9314102892196808,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 12786879835300184501, ""fragment_intensity"": 13347484366436417235, ""parent"": 13737115976721948716}, ""u_sha256"": ""4ae58f0ee0be9bb61e903227035dca6a71f096300bb77156038229a7a2673392"", ""v"": 0.4049325625591653, ""z_sha256"": ""0395cb24e6b2523fa644f5c6206f763c7a5ad204d99e139a637fbce47bf48b60""}",437843b84438820cb88b4fa593c7310a68b35efb6c2aeb8b729b4c815df09012
MILD,101,PS-H__0088,PS 16:1_20:1,74,771,0.05,4,"[242, 324, 325, 390]",0.05405405405405406,1.008033172348865,0.1,0.9941902313780238,0.9864898142640046,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12804667079662072989, ""fragment_intensity"": 5134426168545700788, ""parent"": 14624998678761192645}, ""u_sha256"": ""3ef5e8d11eac051a4dc6cc75de3850e75c7c1c140dfb64fffa14a6bd2efa1a6a"", ""v"": 0.08033172348864892, ""z_sha256"": ""737273ea3ec9280ba57fa878ff606c6e63ada51ac144f4eb468c6c20ee9fa6eb""}",5f99c9da6fe3c08732db19852c4cee9eca6d4a58b4419450287ffe637b9638f2
MODERATE,101,PS-H__0088,PS 16:1_20:1,74,771,0.1,9,"[0, 4, 72, 242, 324, 325, 327, 329, 390]",0.12162162162162163,1.0160663446977298,0.2,0.9874694405120139,0.9712679779772339,0.9999999999999997,1.0,1.0,"{""seeds"": {""fragment_dropout"": 12804667079662072989, ""fragment_intensity"": 5134426168545700788, ""parent"": 14624998678761192645}, ""u_sha256"": ""3ef5e8d11eac051a4dc6cc75de3850e75c7c1c140dfb64fffa14a6bd2efa1a6a"", ""v"": 0.08033172348864892, ""z_sha256"": ""737273ea3ec9280ba57fa878ff606c6e63ada51ac144f4eb468c6c20ee9fa6eb""}",dbaa4421f8643369ccdbf3a0089148128c0b63460e8e4f17305357df727627e6
MILD,102,PS-H__0089,PS 16:1_20:2,71,769,0.05,1,[373],0.014084507042253521,0.9230619067749092,0.1,0.998944458769405,0.9975523950778951,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 5184240378468841247, ""fragment_intensity"": 7043000297070660854, ""parent"": 14596741221340283456}, ""u_sha256"": ""5fd08f4a4218f643325f05675f5ce4544c28b062e1c81903fd52723b6a97f510"", ""v"": -0.769380932250908, ""z_sha256"": ""4dd25de7f4923d1bb7ef4e8672b0fe93b94c5a5cec7d2396534eba4aa0a2c122""}",1c07e3ad7f709e793d06ea06abe84733fd44ae4d1df83b00d1388723d503197e
MODERATE,102,PS-H__0089,PS 16:1_20:2,71,769,0.1,4,"[1, 3, 74, 373]",0.056338028169014086,0.8461238135498184,0.2,0.9952953176382976,0.9896714495477293,0.9999999999999994,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 5184240378468841247, ""fragment_intensity"": 7043000297070660854, ""parent"": 14596741221340283456}, ""u_sha256"": ""5fd08f4a4218f643325f05675f5ce4544c28b062e1c81903fd52723b6a97f510"", ""v"": -0.769380932250908, ""z_sha256"": ""4dd25de7f4923d1bb7ef4e8672b0fe93b94c5a5cec7d2396534eba4aa0a2c122""}",14bf1071f98db90746f71df55c5b4a627a2e77c50e8d97f79c194b520d752736
MILD,103,PS-H__0090,PS 16:1_20:3,71,767,0.05,3,"[71, 313, 360]",0.04225352112676056,0.952008689768581,0.1,0.9926860174143876,0.9744996388940619,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 2082947633232939835, ""fragment_intensity"": 4424174992216545719, ""parent"": 15042812668832570370}, ""u_sha256"": ""1fb2975e78e14a7b560efdc18b91c3e30a3c99ed1cba9bea0084c94c9f139525"", ""v"": -0.4799131023141896, ""z_sha256"": ""10f4a98eccff0a3d2a67b5068e196e5f1c68017fa8a4c6bffab77eb9fc330866""}",0813e56467765f4a5e13ff6e11e6ded5e6d167b854351aa02305ff87e29f894d
MODERATE,103,PS-H__0090,PS 16:1_20:3,71,767,0.1,7,"[71, 150, 228, 313, 316, 360, 769]",0.09859154929577464,0.9040173795371621,0.2,0.9864016647870577,0.9534140944749733,0.9999999999999997,1.0000001192092896,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 2082947633232939835, ""fragment_intensity"": 4424174992216545719, ""parent"": 15042812668832570370}, ""u_sha256"": ""1fb2975e78e14a7b560efdc18b91c3e30a3c99ed1cba9bea0084c94c9f139525"", ""v"": -0.4799131023141896, ""z_sha256"": ""10f4a98eccff0a3d2a67b5068e196e5f1c68017fa8a4c6bffab77eb9fc330866""}",3813a70018aa63989dec408e2f2149118ae82708f4ec86679c12f374721265b0
MILD,104,PS-H__0091,PS 16:1_20:4,78,763,0.05,4,"[71, 73, 83, 229]",0.05128205128205128,1.091834908553482,0.1,0.9993749319309212,0.999363289597616,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 17970019369631728669, ""fragment_intensity"": 11503075891241085633, ""parent"": 815092535827311511}, ""u_sha256"": ""c617de3a8a1f06010fc6919bbe9912b19625e7e317ed03f8960b3011e492a180"", ""v"": 0.9183490855348202, ""z_sha256"": ""ae0cb2d23989b2ea7d75bb762477cbcbc3d623f382862c4478bbacf52ad19e2f""}",5e0a0db3b08417b156d90d473b523b5f8fd91de85538e7e5b198c61ccdb435b9
MODERATE,104,PS-H__0091,PS 16:1_20:4,78,763,0.1,6,"[71, 73, 83, 150, 229, 363]",0.07692307692307693,1.183669817106964,0.2,0.9979347990491036,0.9978456925459741,0.9999999999999996,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 17970019369631728669, ""fragment_intensity"": 11503075891241085633, ""parent"": 815092535827311511}, ""u_sha256"": ""c617de3a8a1f06010fc6919bbe9912b19625e7e317ed03f8960b3011e492a180"", ""v"": 0.9183490855348202, ""z_sha256"": ""ae0cb2d23989b2ea7d75bb762477cbcbc3d623f382862c4478bbacf52ad19e2f""}",5754adac89adf74bd2a64636f37005018d30fa037ce2458847001b86f196c44e
MILD,105,PS-H__0107,PS 18:0_18:0,53,126,0.05,2,"[133, 306]",0.03773584905660377,1.0632408766324937,0.1,0.9950738170098743,0.995078140642448,0.9999999999999997,1.0,1.0,"{""seeds"": {""fragment_dropout"": 4394664313069223584, ""fragment_intensity"": 7670132254629309164, ""parent"": 16253763779924294423}, ""u_sha256"": ""66e80ed57237980724e6f805ef5b7d1bfc6ed8c4c7aeada489e590652acc06ee"", ""v"": 0.6324087663249358, ""z_sha256"": ""7da094286538f4576c743fd3c5fa3f5c235800c2f3278fe3b0738cb9072d4a64""}",6c9feaa8a8bf5c02eb0e8e97b21223c4b211d87dc2d49f942fa7f66b4e6a0a5a
MODERATE,105,PS-H__0107,PS 18:0_18:0,53,126,0.1,4,"[133, 260, 306, 783]",0.07547169811320754,1.1264817532649871,0.2,0.8569972524259168,0.856916320364154,0.9999999999999999,1.0,1.0,"{""seeds"": {""fragment_dropout"": 4394664313069223584, ""fragment_intensity"": 7670132254629309164, ""parent"": 16253763779924294423}, ""u_sha256"": ""66e80ed57237980724e6f805ef5b7d1bfc6ed8c4c7aeada489e590652acc06ee"", ""v"": 0.6324087663249358, ""z_sha256"": ""7da094286538f4576c743fd3c5fa3f5c235800c2f3278fe3b0738cb9072d4a64""}",42a63c79225e0c4a9ebbba448c1be79a091752527463322a402da7126c66376f
MILD,106,PS-H__0108,PS 18:0_18:1,67,774,0.05,6,"[131, 132, 134, 271, 781, 782]",0.08955223880597014,1.0706995018165355,0.1,0.9925014028347506,0.9924720219620398,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 4440720230124314854, ""fragment_intensity"": 7805051650975394851, ""parent"": 14683867732039739877}, ""u_sha256"": ""f648017ee6f583eee18c7eb4a3470f142ef1fb9f384e0bded54e73f33b909054"", ""v"": 0.7069950181653546, ""z_sha256"": ""371a1d09de63ffcfe224e57648ec1e7fed43bc9187fcbaf71c2ba99246a484de""}",c1f48acfe5a6fcffbdc9d09ed95457b19ce2653da3ff969e48bd36f0ce58173c
MODERATE,106,PS-H__0108,PS 18:0_18:1,67,774,0.1,9,"[3, 7, 122, 131, 132, 134, 271, 781, 782]",0.13432835820895522,1.141399003633071,0.2,0.9710487985072531,0.9709267207829566,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 4440720230124314854, ""fragment_intensity"": 7805051650975394851, ""parent"": 14683867732039739877}, ""u_sha256"": ""f648017ee6f583eee18c7eb4a3470f142ef1fb9f384e0bded54e73f33b909054"", ""v"": 0.7069950181653546, ""z_sha256"": ""371a1d09de63ffcfe224e57648ec1e7fed43bc9187fcbaf71c2ba99246a484de""}",940b8f1fcf73d7fbf70dd8c327739c909a6eb246fb12eacbde7236d503a90214
MILD,107,PS-H__0109,PS 18:0_18:2,77,771,0.05,4,"[130, 268, 309, 776]",0.05194805194805195,1.0907331631305233,0.1,0.9926427456865266,0.9926270289199431,0.9999999999999989,1.0,1.0,"{""seeds"": {""fragment_dropout"": 8969862590470511304, ""fragment_intensity"": 6314696877794371447, ""parent"": 4082061546654905075}, ""u_sha256"": ""1d923192f898afd8248b0f383f6d632c1104cec08a56ea96a7eb0a0f074e7912"", ""v"": 0.9073316313052335, ""z_sha256"": ""fb1d2c3305a5690357427d1919c6ece1106026139d87688e9c00a1231ed77c99""}",20370d0c93621983b6b7e7508ab55aeb518319ef5317fbf58420d1f114145e8a
MODERATE,107,PS-H__0109,PS 18:0_18:2,77,771,0.1,8,"[116, 123, 130, 268, 281, 309, 310, 776]",0.1038961038961039,1.1814663262610468,0.2,0.9475492075934263,0.9472043694442875,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 8969862590470511304, ""fragment_intensity"": 6314696877794371447, ""parent"": 4082061546654905075}, ""u_sha256"": ""1d923192f898afd8248b0f383f6d632c1104cec08a56ea96a7eb0a0f074e7912"", ""v"": 0.9073316313052335, ""z_sha256"": ""fb1d2c3305a5690357427d1919c6ece1106026139d87688e9c00a1231ed77c99""}",38c4ec658ed4e6754edc696a73ab903ba39d3c28dfe4888d08b7d650efc867eb
MILD,108,PS-H__0110,PS 18:0_18:3,75,769,0.05,5,"[119, 135, 264, 284, 287]",0.06666666666666667,0.9177265752520247,0.1,0.9984836893459879,0.9985368053930942,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 8763766172215995444, ""fragment_intensity"": 4663083889285140755, ""parent"": 3168494195865531738}, ""u_sha256"": ""508c5a3d884e530327de59b9390ee2bdbbd616663c70f65b0fec30b9e86cd038"", ""v"": -0.8227342474797528, ""z_sha256"": ""d0bcd30782620fd50cb29cfa8bf5d08f533a7fc34de25edbc1122ffc24adbc37""}",adc94d08c5984d33d2ef0ca5120147732c22632086f7028d7c5010b9d086af9b
MODERATE,108,PS-H__0110,PS 18:0_18:3,75,769,0.1,8,"[119, 135, 260, 264, 267, 268, 284, 287]",0.10666666666666667,0.8354531505040494,0.2,0.9058649714083076,0.904657294590556,1.0,1.0000001192092896,1.0000001192092896,"{""seeds"": {""fragment_dropout"": 8763766172215995444, ""fragment_intensity"": 4663083889285140755, ""parent"": 3168494195865531738}, ""u_sha256"": ""508c5a3d884e530327de59b9390ee2bdbbd616663c70f65b0fec30b9e86cd038"", ""v"": -0.8227342474797528, ""z_sha256"": ""d0bcd30782620fd50cb29cfa8bf5d08f533a7fc34de25edbc1122ffc24adbc37""}",d7ba9aa3208e12c1c9a09f42b9412a3b6001a951e41ae7785d6f1f92543534a8
MILD,109,PS-H__0131,PS 18:1_18:1,51,121,0.05,1,[7],0.0196078431372549,0.9224790563069987,0.1,0.9989190954314804,0.9989160061799941,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 4678667428385895401, ""fragment_intensity"": 14489050911724420581, ""parent"": 8076832401190041548}, ""u_sha256"": ""ac4dfab8fe529a17643b5b0cef190b77ef517cb23c1d6efca302f8be354b14ac"", ""v"": -0.7752094369300127, ""z_sha256"": ""4ad1cf1ba771096126694f1aeed4c9c15cc19c6fac037852568afb873f630e28""}",fbdcc5a9c388dd7957d7b340b2e3f43c1c4504590c149f5747e862bff159a080
MODERATE,109,PS-H__0131,PS 18:1_18:1,51,121,0.1,1,[7],0.0196078431372549,0.8449581126139974,0.2,0.9952723544668255,0.9952592299032699,0.9999999999999997,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 4678667428385895401, ""fragment_intensity"": 14489050911724420581, ""parent"": 8076832401190041548}, ""u_sha256"": ""ac4dfab8fe529a17643b5b0cef190b77ef517cb23c1d6efca302f8be354b14ac"", ""v"": -0.7752094369300127, ""z_sha256"": ""4ad1cf1ba771096126694f1aeed4c9c15cc19c6fac037852568afb873f630e28""}",8f815d32ae679300ed8cd412c30e1ada7fe1042a9e0df50c87838d4bf8cfcca2
MILD,110,PS-H__0132,PS 18:1_18:2,60,769,0.05,2,"[131, 292]",0.03333333333333333,1.0286769839552408,0.1,0.9981775916010853,0.998169798970183,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 5676369172737323415, ""fragment_intensity"": 18097563358091576869, ""parent"": 11172936881138433720}, ""u_sha256"": ""5fb71ca844465363eea7e42d9e80f5b61ee79fb473c7a306bc8c4ad7a5bbbf0f"", ""v"": 0.28676983955240876, ""z_sha256"": ""2770c4ee8c835e5059b4ffa672d7fcef42d9529ceb84827fdab57abef1a560b3""}",50086086fc49514a24589910431d479af89b908fa42c039c648c0da085d97a1b
MODERATE,110,PS-H__0132,PS 18:1_18:2,60,769,0.1,4,"[131, 257, 285, 292]",0.06666666666666667,1.0573539679104818,0.2,0.9907368629625152,0.9906978820563104,0.9999999999999998,1.0,1.0,"{""seeds"": {""fragment_dropout"": 5676369172737323415, ""fragment_intensity"": 18097563358091576869, ""parent"": 11172936881138433720}, ""u_sha256"": ""5fb71ca844465363eea7e42d9e80f5b61ee79fb473c7a306bc8c4ad7a5bbbf0f"", ""v"": 0.28676983955240876, ""z_sha256"": ""2770c4ee8c835e5059b4ffa672d7fcef42d9529ceb84827fdab57abef1a560b3""}",66a1f98d6df88489361f8f1ec5279ef7e3bbe5fcc1fde17bce5f2b8b30c9900d
MILD,111,PS-H__0133,PS 18:1_18:3,64,767,0.05,3,"[119, 122, 254]",0.046875,0.9892013775006898,0.1,0.9971964308944192,0.9971662728236632,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6561687930663118790, ""fragment_intensity"": 18023007995738163735, ""parent"": 10219412258220262770}, ""u_sha256"": ""dbdf30f71c651b7e8dcb08545a2e25916fa6da6ae5405fede63d6b673ec52fb1"", ""v"": -0.1079862249931014, ""z_sha256"": ""c21c258bb606dd80e5fe9ff51484530c8a58f5b5ccfe0436890b3556f6228793""}",84408a078896cc535c0d61c623fcd9cc32255c0821fcf321f88ce6a7190cd177
MODERATE,111,PS-H__0133,PS 18:1_18:3,64,767,0.1,5,"[119, 121, 122, 254, 285]",0.078125,0.9784027550013797,0.2,0.9382782110152539,0.9372885498066099,1.0,1.0,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 6561687930663118790, ""fragment_intensity"": 18023007995738163735, ""parent"": 10219412258220262770}, ""u_sha256"": ""dbdf30f71c651b7e8dcb08545a2e25916fa6da6ae5405fede63d6b673ec52fb1"", ""v"": -0.1079862249931014, ""z_sha256"": ""c21c258bb606dd80e5fe9ff51484530c8a58f5b5ccfe0436890b3556f6228793""}",ebeb733ded54a20035006c8c5e151828c7f63c33d66bc91f9a34b389c714ff6d
MILD,112,PS-H__0154,PS 18:2_18:2,47,116,0.05,3,"[0, 119, 283]",0.06382978723404255,0.9087471346317216,0.1,0.9844695078014243,0.984306011777043,0.9999999999999997,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 10968297482205408560, ""fragment_intensity"": 11533897031288415381, ""parent"": 16725875297935766967}, ""u_sha256"": ""74caae31768a165a2b078cef757780f41543ec1f8024e59173115cd6facb738b"", ""v"": -0.9125286536827832, ""z_sha256"": ""c02591729c701ba4df7c0ac8e3424a014013c7fb59ac85117dcd183f913cd0c3""}",a13d533edb62004eebac4ba84f0e024316f709dd265667e80de48d2d1339debf
MODERATE,112,PS-H__0154,PS 18:2_18:2,47,116,0.1,6,"[0, 118, 119, 121, 258, 283]",0.1276595744680851,0.8174942692634434,0.2,0.958564707511947,0.9582502724810086,0.9999999999999999,0.9999999403953552,1.0,"{""seeds"": {""fragment_dropout"": 10968297482205408560, ""fragment_intensity"": 11533897031288415381, ""parent"": 16725875297935766967}, ""u_sha256"": ""74caae31768a165a2b078cef757780f41543ec1f8024e59173115cd6facb738b"", ""v"": -0.9125286536827832, ""z_sha256"": ""c02591729c701ba4df7c0ac8e3424a014013c7fb59ac85117dcd183f913cd0c3""}",0f918f59758996152d02a38d991c2dfc704ec0ed130d15f03159bbb864b4cf86
MILD,113,PS-H__0456,PS 17:0_18:1,73,756,0.05,3,"[106, 112, 263]",0.0410958904109589,1.0306980052244386,0.1,0.9975127836162311,0.99750834618977,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 10425743948993938699, ""fragment_intensity"": 16378655107813318453, ""parent"": 14370752162566312244}, ""u_sha256"": ""fd279bf1482ec55ed78fd5df9530aa7cf03106dd9f848fb7ce2bbfc65036db7e"", ""v"": 0.30698005224438507, ""z_sha256"": ""341cb6cc03ef7dbc5381dd49cb284527c35132400212ae2c00df005ab60e79a8""}",ab7e9fc22a6dc63a0f57f1e8115d32179cf9a4bbaba596e74c023cd4bb7edf1f
MODERATE,113,PS-H__0456,PS 17:0_18:1,73,756,0.1,4,"[106, 112, 127, 263]",0.0547945205479452,1.061396010448877,0.2,0.9894298826368152,0.9894086020247563,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 10425743948993938699, ""fragment_intensity"": 16378655107813318453, ""parent"": 14370752162566312244}, ""u_sha256"": ""fd279bf1482ec55ed78fd5df9530aa7cf03106dd9f848fb7ce2bbfc65036db7e"", ""v"": 0.30698005224438507, ""z_sha256"": ""341cb6cc03ef7dbc5381dd49cb284527c35132400212ae2c00df005ab60e79a8""}",430b463dcfb9b2410180c70831036b6b5925e4b0646859f75fc3eec418825635
MILD,114,PS-H__0457,PS 17:0_18:2,73,753,0.05,5,"[107, 122, 126, 258, 259]",0.0684931506849315,0.9404244511975891,0.1,0.9969628683343078,0.9971098874682757,1.0,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17665942154611886475, ""fragment_intensity"": 14999942693180873922, ""parent"": 7012182818963071722}, ""u_sha256"": ""438e435e0b6f51cadfa63eae808e50c2a9a2bb314b46e42ab9df7f73ef41eb6b"", ""v"": -0.5957554880241089, ""z_sha256"": ""79b586eee91bb4cfa4257eb96115dedefd65873c3c11f9a6d46f3cc7bd5343c1""}",19c66ca71910f88a141305d3624e2e308c8cd29e4fbf4f8d7a6221f3288f26e0
MODERATE,114,PS-H__0457,PS 17:0_18:2,73,753,0.1,6,"[107, 122, 126, 241, 258, 259]",0.0821917808219178,0.8808489023951782,0.2,0.9889263803427178,0.9894699482485373,0.9999999999999998,1.0000001192092896,1.0,"{""seeds"": {""fragment_dropout"": 17665942154611886475, ""fragment_intensity"": 14999942693180873922, ""parent"": 7012182818963071722}, ""u_sha256"": ""438e435e0b6f51cadfa63eae808e50c2a9a2bb314b46e42ab9df7f73ef41eb6b"", ""v"": -0.5957554880241089, ""z_sha256"": ""79b586eee91bb4cfa4257eb96115dedefd65873c3c11f9a6d46f3cc7bd5343c1""}",a216af2259efdd6e12c37e42b04977918d508c46b39c14a92284b3587346b32b
MILD,115,PS-H__0477,PS 18:0_17:1,67,756,0.05,1,[260],0.014925373134328358,0.9476924111852241,0.1,0.8938938145699156,0.8936017285175836,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9718213550308525173, ""fragment_intensity"": 4518388513267677541, ""parent"": 18023988771926922608}, ""u_sha256"": ""d8845fbdd8adea7d3737a42dbcfd9099345061fe7c40ec1369811344f7651654"", ""v"": -0.5230758881477593, ""z_sha256"": ""6119e85057e797a5933b574e822c60828569c2a1a3606682461f74f9e5cd0b83""}",a51e2e352704603be08e6f20c80114fd6d7429487d79c839ed545ef11bd51c84
MODERATE,115,PS-H__0477,PS 18:0_17:1,67,756,0.1,6,"[131, 239, 260, 267, 758, 760]",0.08955223880597014,0.8953848223704481,0.2,0.8720962167380214,0.8717470763090645,1.0,1.0,1.0,"{""seeds"": {""fragment_dropout"": 9718213550308525173, ""fragment_intensity"": 4518388513267677541, ""parent"": 18023988771926922608}, ""u_sha256"": ""d8845fbdd8adea7d3737a42dbcfd9099345061fe7c40ec1369811344f7651654"", ""v"": -0.5230758881477593, ""z_sha256"": ""6119e85057e797a5933b574e822c60828569c2a1a3606682461f74f9e5cd0b83""}",648edbaea360159ac4dc6ecb77002f12ce6145060bee8d006c0b334acb073cc3
MILD,116,PE-H__0069,PE 16:0_22:1,54,188,0.05,5,"[79, 191, 293, 343, 595]",0.09259259259259259,0.941838032449932,0.1,0.9973904063975144,0.9973791528880303,0.9999999999999998,0.9999999403953552,0.9999999403953552,"{""seeds"": {""fragment_dropout"": 10328176305270430244, ""fragment_intensity"": 1256288806082950956, ""parent"": 4487364212083258212}, ""u_sha256"": ""393b3b19670f382b4bbbd2c4a839160d84bde2a74d0e52e536b7713bbdd65256"", ""v"": -0.5816196755006793, ""z_sha256"": ""d6c561c02667cce16a40550a23f52b1391ce7fdedf6ac41a218a0098a1295dc9""}",5d73de2ba1c9d8495012a5cf8b90e1d26997de93ceed331ae1f5ba5423282447
